School Name,Udise Code,State,District,Block,Cluster,Village,PINCODE,School Category,School Type,Class To,Class From,State Management,National Management,Location,Blank,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,Total 1-12,Total with primary,XXXX,Teacher,pta nhi
GPS BHUTTA,03080501601,Punjab,FATEHGARH SAHIB,KHAMANO,GPS BADLA,BHUTTA,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,6,8,7,7,9,0,0,0,0,0,0,0,37,59,8,2,2
GPS CHARRI,03080502101,Punjab,FATEHGARH SAHIB,KHAMANO,GPS BADLA,CHARI,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,13,14,8,15,13,0,0,0,0,0,0,0,63,101,14,3,3
GSSS CHARRI,03080502102,Punjab,FATEHGARH SAHIB,KHAMANO,GPS BADLA,CHARI,141411,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,20,24,21,37,46,29,47,224,224,0,17,17
GPS DHOLEWAL,03080502401,Punjab,FATEHGARH SAHIB,BASSI PATHANA,GPS HARGNA,DHOLEWAL,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,13,11,2,3,3,0,0,0,0,0,0,0,32,40,11,2,2
GPS DULWAN,03080502501,Punjab,FATEHGARH SAHIB,KHAMANO,GPS BADLA,DULWAN,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,6,10,3,2,5,0,0,0,0,0,0,0,26,46,10,2,2
GHS DULWAN,03080502502,Punjab,FATEHGARH SAHIB,KHAMANO,GPS BADLA,DULWAN,141411,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,12,12,12,27,27,0,0,90,90,0,12,12
GPS KALEWAL II,03080503601,Punjab,FATEHGARH SAHIB,KHAMANO,GPS BADLA,KALEWAL 2,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,6,6,5,6,3,0,0,0,0,0,0,0,26,45,6,2,2
GPS KHERI NAUDH SINGH,03080503801,Punjab,FATEHGARH SAHIB,MANDI GOBINDGARH,GPS MAJRI,KHERI NAUDH SINGH,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,10,10,6,9,7,0,0,0,0,0,0,0,42,70,10,1,1
GSSS KHERI NAUDH SINGH,03080503802,Punjab,FATEHGARH SAHIB,MANDI GOBINDGARH,GPS MAJRI,KHERI NAUDH SINGH,141411,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,32,26,23,51,52,75,52,311,311,0,18,18
DAVINDER ME CONVENT PUBLIC SCHOOL,03080503804,Punjab,FATEHGARH SAHIB,BASSI PATHANA,GPS HARGNA,,141411,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,18,15,10,8,13,13,11,3,16,22,28,52,209,254,15,11,11
DPS PUBLIC SCHOOL,03080503805,Punjab,FATEHGARH SAHIB,BASSI PATHANA,GPS HARGNA,,141411,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,46,17,24,21,35,21,21,15,14,17,13,10,254,370,17,15,15
GPS KOTLA BADLA,03080504001,Punjab,FATEHGARH SAHIB,KHAMANO,GPS BADLA,KOTLA BADLA,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,14,4,6,8,5,0,0,0,0,0,0,0,37,57,4,2,2
GPS MAJRI,03080504501,Punjab,FATEHGARH SAHIB,MANDI GOBINDGARH,GPS MAJRI,MAJRI,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,1,2,5,0,1,0,0,0,0,0,0,0,9,13,2,2,2
GSSS MAJRI,03080504502,Punjab,FATEHGARH SAHIB,MANDI GOBINDGARH,GPS MAJRI,MAJRI,141411,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,10,10,18,33,48,35,25,179,179,0,12,12
GPS MIRPUR,03080505101,Punjab,FATEHGARH SAHIB,MANDI GOBINDGARH,GPS LOHAR MAJRA KALAN,MIRPUR,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,1,4,7,1,5,0,0,0,0,0,0,0,18,27,4,1,1
GPS NANGLAN,03080505501,Punjab,FATEHGARH SAHIB,KHAMANO,GPS KHAMANO KALAN,NANGLAN,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,9,9,4,11,7,0,0,0,0,0,0,0,40,48,9,2,2
GMS NANGLAN,03080505502,Punjab,FATEHGARH SAHIB,KHAMANO,GPS KHAMANO KALAN,NANGLAN,141411,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,13,10,9,0,0,0,0,32,32,0,3,3
GPS RAIPUR,03080506101,Punjab,FATEHGARH SAHIB,MANDI GOBINDGARH,GPS MAJRI,RAIPUR,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,9,5,9,1,4,0,0,0,0,0,0,0,28,40,5,1,1
GPS REYA,03080506601,Punjab,FATEHGARH SAHIB,KHAMANO,GPS BADLA,REYA,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,19,10,8,12,10,0,0,0,0,0,0,0,59,90,10,3,3
GMS REYA,03080506602,Punjab,FATEHGARH SAHIB,KHAMANO,GPS BADLA,REYA,141411,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,8,10,6,0,0,0,0,24,24,0,2,2
GPS SAIDPURA,03080506701,Punjab,FATEHGARH SAHIB,MANDI GOBINDGARH,GPS MAJRI,SAIDPURA,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,7,17,7,11,5,0,0,0,0,0,0,0,47,62,17,1,1
GMS SAIDPURA,03080506702,Punjab,FATEHGARH SAHIB,MANDI GOBINDGARH,GPS MAJRI,SAIDPURA,141411,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,10,4,8,0,0,0,0,22,22,0,3,3
GPS KOTLA AJNER,03080509101,Punjab,FATEHGARH SAHIB,MANDI GOBINDGARH,GPS MAJRI,KOTLA AJNER,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,14,11,11,11,10,0,0,0,0,0,0,0,57,76,11,3,3
GMS KOTLA AJNER,03080509102,Punjab,FATEHGARH SAHIB,MANDI GOBINDGARH,GPS MAJRI,KOTLA AJNER,141411,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,28,17,20,0,0,0,0,65,65,0,5,5
GPS MAJRI,03090803501,Punjab,LUDHIANA,PAKHOWAL,GPS JARTOLI,MAJRI,141411,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,11,9,6,6,9,0,0,0,0,0,0,0,41,55,9,4,4
GMS ASGRIPUR,03090400601,Punjab,LUDHIANA,KHANNA-2,GPS GHUNGRALI RAJPUTAN,ASGRIPUR,141412,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,25,21,19,0,0,0,0,65,65,0,5,5
GPS BAHO MAJRA,03090400801,Punjab,LUDHIANA,KHANNA-2,GPS BAHO MAJRA,BAHO MAJRA,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,10,9,8,5,14,0,0,0,0,0,0,0,46,70,9,4,4
GPS BHAMADDI,03090401501,Punjab,LUDHIANA,KHANNA-2,GPS GHUNGRALI RAJPUTAN,BHUMADI,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,19,27,26,27,13,0,0,0,0,0,0,0,112,147,27,6,6
GHS BHAMADDI,03090401502,Punjab,LUDHIANA,KHANNA-2,GPS GHUNGRALI RAJPUTAN,BHUMADI,141412,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,29,32,28,33,29,0,0,151,151,0,10,10
GPS Bija,03090401701,Punjab,LUDHIANA,KHANNA-2,GPS GHUNGRALI RAJPUTAN,BIJA,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,26,22,19,25,18,0,0,0,0,0,0,0,110,151,22,6,6
GSSS BIJA,03090401702,Punjab,LUDHIANA,KHANNA-2,GPS GHUNGRALI RAJPUTAN,BIJA,141412,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,40,55,41,54,63,66,64,383,383,0,16,16
GOLD STAR PUBLIC HIGH SCHOOL,03090401703,Punjab,LUDHIANA,KHANNA-2,GPS GHUNGRALI RAJPUTAN,BIJA,141412,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,25,34,32,28,38,13,25,28,15,25,0,0,263,263,34,5,5
GPS DAHERU,03090402301,Punjab,LUDHIANA,KHANNA-2,GPS PURBA,DAHERU,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,17,18,26,27,22,0,0,0,0,0,0,0,110,161,18,5,5
GHS DAHERU,03090402302,Punjab,LUDHIANA,KHANNA-2,GPS PURBA,DAHERU,141412,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,34,20,34,40,44,0,0,172,172,0,12,12
GSSS DAHERU (G),03090402303,Punjab,LUDHIANA,KHANNA-2,GPS PURBA,DAHERU,141412,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,22,22,17,22,33,51,53,220,220,0,15,15
GPS GHUNGRALI RAJPUTAN,03090403301,Punjab,LUDHIANA,KHANNA-2,GPS GHUNGRALI RAJPUTAN,GUNGHRALI RAJPUTAN,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,15,18,19,19,14,0,0,0,0,0,0,0,85,118,18,7,7
GHS GHUNGHRALI RAJPUTAN,03090403302,Punjab,LUDHIANA,KHANNA-2,GPS GHUNGRALI RAJPUTAN,GUNGHRALI RAJPUTAN,141412,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,34,20,35,49,51,0,0,189,189,0,10,10
"SATYA BHARTI SCHOOL, GHUNGRALI RAJPUTAN",03090403304,Punjab,LUDHIANA,KHANNA-2,GPS GHUNGRALI RAJPUTAN,GUNGHRALI RAJPUTAN,141412,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,19,19,19,17,17,0,0,0,0,0,0,0,91,106,19,5,5
GPS LIBRA,03090405701,Punjab,LUDHIANA,KHANNA-2,GPS BAHO MAJRA,LIBRA,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,20,19,15,17,18,0,0,0,0,0,0,0,89,138,19,5,5
GSSS LIBRA,03090405702,Punjab,LUDHIANA,KHANNA-2,GPS BAHO MAJRA,LIBRA,141412,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,34,35,38,53,81,70,45,356,356,0,18,18
GPS Mandiala Kalan,03090406401,Punjab,LUDHIANA,DORAHA,GPS MANDIALA KALAN,MANDIALA KALAN,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,15,15,8,9,20,0,0,0,0,0,0,0,67,86,15,2,2
SRI GURU HARGOBIND SAHIB SEN SEC PUBLIC SCHOOL,03090406402,Punjab,LUDHIANA,DORAHA,GPS MANDIALA KALAN,MANDIALA KALAN,141412,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,11,8,9,10,15,5,13,14,17,14,15,14,145,158,8,16,16
GPS MEHNDIPUR,03090406501,Punjab,LUDHIANA,KHANNA-2,GPS GHUNGRALI RAJPUTAN,MEHANDIPUR,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,4,2,3,4,1,0,0,0,0,0,0,0,14,24,2,1,1
GPS MOHANPUR,03090406601,Punjab,LUDHIANA,KHANNA-2,GPS BAHO MAJRA,MOHANPUR,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,7,11,7,12,12,0,0,0,0,0,0,0,49,67,11,3,3
GREEN GROVE SEN. SEC. SCHOOL,03090406604,Punjab,LUDHIANA,KHANNA-2,GPS BAHO MAJRA,MOHANPUR,141412,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,85,122,95,83,80,87,94,107,111,130,143,137,1274,1528,122,60,60
GPS RAIPUR RAJPUTAN,03090407201,Punjab,LUDHIANA,DORAHA,GPS MANDIALA KALAN,RAIPUR RAJPUTAN,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,12,10,17,15,13,0,0,0,0,0,0,0,67,93,10,3,3
GHS RAIPUR RAJPUTAN,03090407202,Punjab,LUDHIANA,DORAHA,GPS MANDIALA KALAN,RAIPUR RAJPUTAN,141412,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,29,43,47,41,59,0,0,219,219,0,13,13
B.Z.S.F.S PUBLIC SEN SEC SCHOOL,03090410001,Punjab,LUDHIANA,DORAHA,GPS MANDIALA KALAN,MANJI SAHIB KOTTAN,141412,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,40,42,45,39,43,31,42,48,34,43,43,53,503,610,42,22,22
M.G.K COLLGEIATE SEN SEC SCHOOL,03090410002,Punjab,LUDHIANA,DORAHA,GPS MANDIALA KALAN,MANJI SAHIB KOTTAN,141412,11-Higher Secondary only/Jr. College,3-Co-educational,11,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,0,0,0,0,0,0,0,0,0,0,96,68,164,164,0,12,12
GPS Bagli Kalan,03091000201,Punjab,LUDHIANA,SAMRALA,GPS BAGLI KALAN,BAGLI KALAN,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,17,10,16,17,15,0,0,0,0,0,0,0,75,95,10,4,4
GHS BAGLI KALAN,03091000202,Punjab,LUDHIANA,SAMRALA,GPS BAGLI KALAN,BAGLI KALAN,141412,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,31,43,46,46,54,0,0,220,220,0,14,14
GPS Bagli Khurd,03091000301,Punjab,LUDHIANA,SAMRALA,GPS BAGLI KALAN,BAGLI KHURD,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,4,6,6,6,2,0,0,0,0,0,0,0,24,34,6,2,2
GPS BHOURLA,03091000901,Punjab,LUDHIANA,SAMRALA,GPS BAGLI KALAN,BHOURLA,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,9,10,11,10,9,0,0,0,0,0,0,0,49,65,10,3,3
GMS BHOURLA,03091000902,Punjab,LUDHIANA,SAMRALA,GPS BAGLI KALAN,BHOURLA,141412,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,17,16,16,0,0,0,0,49,49,0,4,4
GPS Chawa,03091001501,Punjab,LUDHIANA,SAMRALA,GPS BAGLI KALAN,CHAWA,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,7,3,3,5,2,0,0,0,0,0,0,0,20,38,3,2,2
GPS Harbanspura,03091002801,Punjab,LUDHIANA,SAMRALA,GPS BAGLI KALAN,HARBANSPURA,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,7,2,7,5,9,0,0,0,0,0,0,0,30,48,2,3,3
GPS PURBA,03091005101,Punjab,LUDHIANA,KHANNA-2,GPS PURBA,PURBA,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,7,5,6,6,4,0,0,0,0,0,0,0,28,43,5,2,2
GPS RUPA,03091005301,Punjab,LUDHIANA,KHANNA-2,GPS PURBA,RUPA,141412,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,6,2,4,0,1,0,0,0,0,0,0,0,13,23,2,2,2
GPS BHADEWAL,03090200601,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,BHANDEWAAL,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,5,5,5,10,8,0,0,0,0,0,0,0,33,47,5,2,2
GPS BR FEROZEPUR,03090201201,Punjab,LUDHIANA,DEHLON-2,GPS CHOMMON,BRANCH FIROJPUR,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,4,1,1,3,2,0,0,0,0,0,0,0,11,24,1,2,2
GPS DHAMOT,03090201701,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,DHAMOT,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,16,17,21,10,17,0,0,0,0,0,0,0,81,119,17,3,3
GSSS DHAMOT,03090201702,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,DHAMOT,141413,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,38,37,31,34,52,127,102,421,421,0,21,21
SHIV MODEL HIGH SCHOOL,03090201703,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,DHAMOT,141413,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,6,8,8,5,6,8,6,3,6,8,0,0,64,68,8,5,5
SHAKTI PUBLIC HIGH SCHOOL,03090201704,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,DHAMOT,141413,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,1,6,7,4,5,4,3,2,1,2,0,0,35,50,6,8,8
GURU GOBIND SINGH VIDYA MANDIR,03090201705,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,DHAMOT,141413,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,13,13,10,11,15,13,8,1,4,3,0,0,91,111,13,12,12
AKAL ACADEMY DHAMOT,03090201706,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,DHAMOT,141413,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,32,29,40,33,44,21,16,21,0,0,0,0,236,297,29,18,18
GPS DHAMOTI,03090201801,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,DHAMOTI,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,5,2,4,5,4,0,0,0,0,0,0,0,20,29,2,1,1
GPS JANDALI,03090203101,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,JANDALI,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,11,10,6,5,8,0,0,0,0,0,0,0,40,79,10,2,2
GMS JANDALI,03090203102,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,JANDALI,141413,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,16,13,12,0,0,0,0,41,41,0,2,2
GPS LASSARA I,03090204101,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,LASARRA,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,11,10,8,8,10,0,0,0,0,0,0,0,47,77,10,3,3
GPS LASSARA II,03090204102,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,LASARRA,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,3,4,7,6,7,0,0,0,0,0,0,0,27,40,4,2,2
GMS LASARA,03090204103,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,LASARRA,141413,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,15,15,15,0,0,0,0,45,45,0,3,3
GPS MADNIPUR,03090204201,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,MADNIPUR,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,7,6,5,4,8,0,0,0,0,0,0,0,30,50,6,2,2
GPS MANGEWAL,03090204601,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,MANGEWAL,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,9,6,11,11,7,0,0,0,0,0,0,0,44,58,6,3,3
GMS MANGEWAL,03090204602,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,MANGEWAL,141413,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,15,13,19,0,0,0,0,47,47,0,4,4
GPS NIZAMPUR,03090204801,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,NIZAMPUR,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,7,5,4,5,3,0,0,0,0,0,0,0,24,36,5,2,2
GMS NIZAMPUR,03090204802,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,NIZAMPUR,141413,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,2,10,5,0,0,0,0,17,17,0,1,1
GPS SIHORA,03090205501,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,SIHORA,141413,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,14,8,8,6,13,0,0,0,0,0,0,0,49,80,8,3,3
GSSS SIHORA,03090205502,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,SIHORA,141413,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,20,11,10,53,57,87,68,306,306,0,17,17
SHAHEEDGARH KHALSA PUBLIC SCHOOL,03090205503,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,SIHORA,141413,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,9,20,26,37,22,42,35,33,44,19,48,45,380,460,20,23,23
MATA HARNAM KAUR HIGH SCHOOL,03090205504,Punjab,LUDHIANA,DEHLON-2,GPS SIHORA,SIHORA,141413,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,20,35,32,23,30,20,18,26,25,15,0,0,244,247,35,9,9
GPS BR ALOONA MIANA,03090400201,Punjab,LUDHIANA,KHANNA-1,GPS ALOONA TOLA,ALOONA MIANA,141414,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,14,5,15,4,12,0,0,0,0,0,0,0,50,74,5,3,3
GPS ALOONA PALLAH,03090400301,Punjab,LUDHIANA,KHANNA-1,GPS ALOONA TOLA,ALOONA PALLA,141414,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,7,11,8,5,10,0,0,0,0,0,0,0,41,66,11,2,2
GHS ALOONA PALLAH,03090400302,Punjab,LUDHIANA,KHANNA-1,GPS ALOONA TOLA,ALOONA PALLA,141414,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,29,39,23,43,47,0,0,181,181,0,10,10
GPS ALOONA TOLA,03090400401,Punjab,LUDHIANA,KHANNA-1,GPS ALOONA TOLA,ALOONA TOLA,141414,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,11,12,9,11,9,0,0,0,0,0,0,0,52,79,12,5,5
GMS ALOONA TOLA,03090400402,Punjab,LUDHIANA,KHANNA-1,GPS ALOONA TOLA,ALOONA TOLA,141414,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,9,14,7,0,0,0,0,30,30,0,4,4
GPS BAGHOUR,03090400701,Punjab,LUDHIANA,KHANNA-1,GPS KHANNA NO. VI,BAGHOUR,141414,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,9,5,7,4,10,0,0,0,0,0,0,0,35,47,5,3,3
GPS BAUPUR,03090401001,Punjab,LUDHIANA,KHANNA-1,GPS RAUNI,BAUPUR,141414,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,1,2,3,1,2,0,0,0,0,0,0,0,9,16,2,2,2
GPS BIBIPUR,03090401601,Punjab,LUDHIANA,KHANNA-1,GPS RAUNI,BIBIPUR,141414,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,6,1,6,7,6,0,0,0,0,0,0,0,26,35,1,2,2
GSSS BIBIPUR,03090401602,Punjab,LUDHIANA,KHANNA-1,GPS RAUNI,BIBIPUR,141414,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,22,14,19,41,44,49,42,231,231,0,17,17
GPS CHAKOHI,03090402101,Punjab,LUDHIANA,KHANNA-1,GPS FAIZGARH,CHAKOHI,141414,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,11,13,13,10,17,0,0,0,0,0,0,0,64,85,13,4,4
GSSS CHAKOHI,03090402102,Punjab,LUDHIANA,KHANNA-1,GPS FAIZGARH,CHAKOHI,141414,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,35,33,40,56,50,54,63,331,331,0,17,17
GPS CHEEMA,03090402201,Punjab,LUDHIANA,KHANNA-1,GPS ALOONA TOLA,CHEEMA,141414,1-Primary,3-Co-educational,1,5,1-Department of Education,1-Department of Education,,1-Rural,12,14,5,1,6,0,0,0,0,0,0,0,38,64,14,1,1
GHS CHEEMA,03090402202,Punjab,LUDHIANA,KHANNA-1,GPS ALOONA TOLA,CHEEMA,141414,7-Upper Pr. and Secondary,3-Co-educational,6,10,1-Department of Education,1-Department of Education,,1-Rural,0,0,0,0,0,21,20,31,23,24,0,0,119,119,0,11,11
"SATYA BHARTI SCHOOL, CHEEMA",03090402204,Punjab,LUDHIANA,KHANNA-1,GPS ALOONA TOLA,CHEEMA,141414,1-Primary,3-Co-educational,1,5,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,1-Rural,5,8,8,5,5,0,0,0,0,0,0,0,31,41,8,3,3
