School Name,Udise Code,State,District,Block,Cluster,Village,PINCODE,School Category,School Type,Class To,Class From,State Management,National Management,Location,blank,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,Total 1-12,Total with primary,XXXX,Teacher,pta nhi
"Jain Happy School,Shaheed Bhagat Singh Marg New Delhi",070503ND101,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",002-N.D (Ndmc-Charge No.2),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,43,61,63,56,79,83,82,102,65,78,53,45,810,869,61,37,37
"St. Thomas Girls Senior Secondary School,Mandir Marg New Delhi",070503ND102,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",002-N.D (Ndmc-Charge No.2),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,217,205,231,200,195,242,227,244,263,251,245,264,2784,2784,205,85,85
"Mater Dei School,Tilak Lane New Delhi",070503ND201,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",001-N.D (Ndmc-Charge No.1),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,138,141,139,144,145,142,139,140,140,143,138,132,1681,1811,141,65,65
"Convent Of Jesus & Mary School,Bangla Sahib Marg New Delhi",070503ND202,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",001-N.D (Ndmc-Charge No.1),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,149,155,148,154,154,179,175,195,191,186,192,188,2066,2210,155,73,73
"Modern School,Barakhamba Road New Delhi",070503ND203,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",001-N.D (Ndmc-Charge No.1),110001,5-Up. Pr. Secondary and Higher Sec,3-Co-educational,6,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,0,0,0,0,0,313,312,342,359,346,376,366,2414,2414,0,111,111
"Guru Harkrishan Public School,1-Purana Quila Road New Delhi",070503ND204,Delhi,NEW DELHI,DOE ZONE-26,"2026141-Navyug Sr. Secondary School, Laxmi Bai Nagar, New Delhi",001-N.D (Ndmc-Charge No.1),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,115,121,137,175,160,138,165,141,158,158,179,167,1814,1975,121,83,83
"St. Columbas School,Ashok Place, Opp. Gole Dak Khana, New Delhi",070503ND205,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",002-N.D (Ndmc-Charge No.2),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,250,250,250,250,250,250,250,250,247,247,235,226,2955,3195,250,121,121
"Vidya Public School,Vidya Bhawan Bangla Sahib Rd.Opp Kali Mandir Connaught Place New Delhi",070503ND206,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",004-N.D (Ndmc-Charge No.4),110001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,95,103,83,79,87,91,83,73,52,51,0,0,797,906,103,37,37
"DAV Public School,Sec-3, DIZ Area, Gole Market, New Delhi",070503ND207,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",001-N.D (Ndmc-Charge No.1),110001,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,39,43,61,53,66,47,48,39,0,0,0,0,396,444,43,23,23
"Bharatiya Vidya Bhavan's Mehta Vidyalaya,Kasturba Gandhi Marg New Delhi",070503ND401,Delhi,NEW DELHI,DOE ZONE-26,"2026141-Navyug Sr. Secondary School, Laxmi Bai Nagar, New Delhi",006-N.D (Ndmc-Charge No.6),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,140,143,147,158,147,142,160,163,152,136,147,140,1775,2009,143,79,79
"Navyug Sr. Secondary School,Peshwa Road, New Delhi",070507ND102,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",003-N.D (Ndmc-Charge No.3),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,3-Local body,3-Local body,,2-Urban,69,73,81,82,83,130,127,126,139,130,134,116,1290,1290,73,46,46
"Atal Adarsh Prathmik Vidyalaya,Ram Krishna Ashram Marg, New Delhi",070507ND105,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",002-N.D (Ndmc-Charge No.2),110001,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,116,125,131,116,123,0,0,0,0,0,0,0,611,772,125,18,18
"Atal Adarsh Secondary Vidyalaya,Balmiki Basti, New Delhi",070507ND106,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",009-N.D (Ndmc-Charge No.9A),110001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,3-Local body,3-Local body,,2-Urban,42,39,61,65,75,54,58,47,15,11,0,0,467,491,39,23,23
"Navyug Sr. Secondary School,Mandir Marg, New Delhi",070507ND107,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",002-N.D (Ndmc-Charge No.2),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,3-Local body,3-Local body,,2-Urban,38,42,44,40,41,120,122,134,113,124,156,127,1101,1101,42,39,39
"Atal Adarsh Bal Sr. Secondary Vidyalaya ,Mandir Marg, New Delhi",070507ND108,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",004-N.D (Ndmc-Charge No.4),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,3-Local body,3-Local body,,2-Urban,81,81,79,80,83,178,183,166,159,140,170,121,1521,1585,81,49,49
"Atal Adarsh Balika Sr. Secondary Vidyalaya ,Gole Market, New Delhi",070507ND109,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",002-N.D (Ndmc-Charge No.2),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,3-Local body,3-Local body,,2-Urban,80,83,79,80,78,102,83,83,101,101,155,124,1149,1208,83,49,49
"Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya ,Gole Market, New Delhi",070507ND110,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",001-N.D (Ndmc-Charge No.1),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,3-Local body,3-Local body,,2-Urban,117,125,159,180,175,146,157,147,125,124,90,74,1619,1769,125,51,51
"Atal Adarsh Prathmik Vidyalaya,Babar Road, New Delhi",070507ND111,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",001-N.D (Ndmc-Charge No.1),110001,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,40,27,24,28,28,0,0,0,0,0,0,0,147,174,27,10,10
"Atal Adarsh Middle Vidyalaya ,Hanuman Road, New Delhi",070507ND202,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",004-N.D (Ndmc-Charge No.4),110001,2-Primary with Upper Primary,3-Co-educational,1,8,3-Local body,3-Local body,,2-Urban,32,25,33,41,44,33,41,42,0,0,0,0,291,311,25,17,17
"Atal Adarsh Sr. Secondary Vidyalaya ,Havlock Square, New Delhi",070507ND203,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",002-N.D (Ndmc-Charge No.2),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,3-Local body,3-Local body,,2-Urban,82,92,90,99,91,102,91,85,129,99,160,132,1252,1320,92,40,40
"Navyug Primary School,Pataudi House New Delhi",070507ND301,Delhi,NEW DELHI,DOE ZONE-26,"2026141-Navyug Sr. Secondary School, Laxmi Bai Nagar, New Delhi",005-N.D (Ndmc-Charge No.5),110001,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,80,75,83,91,85,0,0,0,0,0,0,0,414,414,75,12,12
"Atal Adarsh Secondary Vidyalaya,Babar Road, New Delhi",070507ND302,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",001-N.D (Ndmc-Charge No.1),110001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,3-Local body,3-Local body,,2-Urban,27,33,27,51,52,62,66,66,70,36,0,0,490,520,33,23,23
"Navyug Secondary School,Tilak Marg, New Delhi (Currently running at Pandara Road Sec. Sch Bldg.)",070507ND303,Delhi,NEW DELHI,DOE ZONE-26,"2026141-Navyug Sr. Secondary School, Laxmi Bai Nagar, New Delhi",003-N.D (Ndmc-Charge No.3),110001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,3-Local body,3-Local body,,2-Urban,42,40,36,41,41,40,37,41,62,40,0,0,420,454,40,21,21
"Atal Adarsh Sr. Secondary Vidyalaya ,Tilak Marg New Delhi",070507ND307,Delhi,NEW DELHI,DOE ZONE-26,"2026141-Navyug Sr. Secondary School, Laxmi Bai Nagar, New Delhi",001-N.D (Ndmc-Charge No.1),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,3-Local body,3-Local body,,2-Urban,28,19,36,41,34,45,34,42,59,72,155,98,663,698,19,32,32
"Atal Adarsh Secondary Vidyalaya,Sangli Mess, near Mandi House, New Delhi",070507ND604,Delhi,NEW DELHI,DOE ZONE-26,"2026101-Atal Adarsh Bengali Balika Sr. Secondary Vidyalaya , Gole Market, New Delhi",004-N.D (Ndmc-Charge No.4),110001,6-Pr. Up Pr. and Secondary Only,3-Co-educational,1,10,3-Local body,3-Local body,,2-Urban,24,20,22,30,24,24,25,24,20,32,0,0,245,271,20,19,19
KENDRIYA VIDYALAYA GOLE MARKET (Code-1417),070509ND101,Delhi,NEW DELHI,DOE ZONE-26,"2026091-Atal Adarsh Sr. Secondary Vidyalaya , Bapu Dham, New Delhi",004-N.D (Ndmc-Charge No.4),110001,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,92-Kendriya Vidyalaya(KV),92-Kendriya Vidyalaya,,2-Urban,394,447,351,486,461,453,359,375,413,393,502,410,5044,5044,447,143,143
"Ramjas Primary School,71, Punchkuian Road New Delhi",07060508902,Delhi,CENTRAL,DOE ZONE-28,"2160061-North DMC Primary School (Co.ed) , Basti Reigar, Arya Samaj Road Karol Bagh, New Delhi",093-N (Paharganj),110001,1-Primary,1-Boys,1,5,4-Government Aided,4-Government Aided,,2-Urban,12,22,37,43,44,0,0,0,0,0,0,0,158,158,22,6,6
"Govt. Girls Sr. Sec. School,Kala Mahal, Pataudi Hosue, Darya Ganj, New Delhi",07060107901,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",085-N (Jama Masjid),110002,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,56,55,49,36,43,34,29,302,302,0,18,18
"Govt. Sarvodaya Bal Vidyalaya,Pataudi House, Darya Ganj, New Delhi",07060107907,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",085-N (Jama Masjid),110002,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,56,78,79,79,80,111,84,85,60,82,57,38,889,936,78,33,33
"Govt. Girls Sr. Sec. School,Pataudi House, Darya Ganj, New Delhi",07060108001,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",085-N (Jama Masjid),110002,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,47,60,44,64,64,42,33,354,354,0,16,16
"Govt. Sarvodaya Kanya Vidyalaya,Mata Sundri Road, 23, Rouse Avenue, New Delhi",07060108102,Delhi,CENTRAL,DOE ZONE-27,"2127004-Govt. Boys Sr. Sec. School, Zeenat Mahal, Kamla Market, New Delhi",088-N (Delhi Gate),110002,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,51,76,80,69,69,131,104,64,54,49,63,30,840,882,76,31,31
"Govt. Sarvodaya Kanya Vidyalaya No.1,Zeenat Mahal, Kamla Market, New Delhi",07060108103,Delhi,CENTRAL,DOE ZONE-27,"2127004-Govt. Boys Sr. Sec. School, Zeenat Mahal, Kamla Market, New Delhi",087-N (Bazar Sita Ram),110002,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,53,56,77,49,67,77,86,88,97,93,78,54,875,914,56,34,34
"Govt. Boys Sr. Sec. School,Mata Sundri Road, Opp Govt. Press, New Delhi",07060108104,Delhi,CENTRAL,DOE ZONE-27,"2127004-Govt. Boys Sr. Sec. School, Zeenat Mahal, Kamla Market, New Delhi",088-N (Delhi Gate),110002,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,76,68,55,73,45,42,28,387,387,0,22,22
"Govt. Boys Sr. Sec. School,Zeenat Mahal, Kamla Market, New Delhi",07060108105,Delhi,CENTRAL,DOE ZONE-27,"2127004-Govt. Boys Sr. Sec. School, Zeenat Mahal, Kamla Market, New Delhi",086-N (Ajmeri Gate),110002,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,83,61,59,60,25,25,23,336,336,0,19,19
"Govt. Sarvodaya Bal Vidyalaya,Deen Dayal Upadhyay Marg, Rouse Avenue, New Delhi",07060108106,Delhi,CENTRAL,DOE ZONE-27,"2127004-Govt. Boys Sr. Sec. School, Zeenat Mahal, Kamla Market, New Delhi",088-N (Delhi Gate),110002,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,80,87,94,96,92,148,158,152,194,123,169,110,1503,1582,87,53,53
"Govt. Sarvodaya Kanya Vidyalaya (Bulbuli Khana),Asaf Ali Road, New Delhi",07060108401,Delhi,CENTRAL,DOE ZONE-27,"2162050-North DMC Pratibha Vidyalaya (Co.ed) , Charkhe Walan, Gali Chameli Devi, Delhi",088-N (Delhi Gate),110002,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,44,40,40,67,54,96,86,91,136,100,100,72,926,979,40,44,44
"Govt. Co-ed. Middle School,Firozshah Kotla, New Delhi",07060115301,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",055-S (Daryaganj),110002,4-Upper Primary only,3-Co-educational,6,8,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,40,42,32,0,0,0,0,114,114,0,12,12
"Govt. Girls Sr. Sec. School,Bela Road, Darya Ganj, New Delhi",07060115302,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",085-N (Jama Masjid),110002,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,86,76,80,56,42,42,21,403,403,0,24,24
"Govt. Sarvodaya Kanya Vidyalaya,Dayanand Road, Darya Ganj, New Delhi",07060115303,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",055-S (Daryaganj),110002,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,80,91,93,94,92,80,68,84,102,61,97,61,1003,1027,91,42,42
"Govt. Boys Sr. Sec. School,Bela Road, Darya Ganj (Behind Kasturba Gandhi Hospital) New Delhi",07060115304,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",085-N (Jama Masjid),110002,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,88,144,81,79,28,25,16,461,461,0,25,25
"Sharda Devi Sanskrit Mahavidyalaya,Tiraha Berhamkhan, Daryaganj, New Delhi",07060207901,Delhi,CENTRAL,DOE ZONE-27,"2162037-North DMC Primary School (Boys) , Faiz Bazar, Near Darya Ganj Post Office, New Delhi",085-N (Jama Masjid),110002,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,4-Government Aided,4-Government Aided,,2-Urban,0,0,0,0,0,3,4,12,11,15,31,22,98,98,0,14,14
"Nav Shakti Girls Sr. Sec. School,11,Vishnu Digamber Marg, New Delhi",07060208101,Delhi,CENTRAL,DOE ZONE-27,"2127004-Govt. Boys Sr. Sec. School, Zeenat Mahal, Kamla Market, New Delhi",086-N (Ajmeri Gate),110002,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,4-Government Aided,4-Government Aided,,2-Urban,0,0,0,0,0,8,2,10,13,19,17,10,79,79,0,6,6
"Andhra Edn. Society Sr. Sec. School,1 DDU Marg (Rouse Avenue) New Delhi",07060208102,Delhi,CENTRAL,DOE ZONE-27,"2127004-Govt. Boys Sr. Sec. School, Zeenat Mahal, Kamla Market, New Delhi",088-N (Delhi Gate),110002,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,4-Government Aided,4-Government Aided,,2-Urban,132,125,125,141,130,134,143,153,175,169,266,243,1936,2142,125,42,42
"Shri Guru Har Kishan Girls Sec. School,Mata Sundri Road, New Delhi",07060208103,Delhi,CENTRAL,DOE ZONE-27,"2127004-Govt. Boys Sr. Sec. School, Zeenat Mahal, Kamla Market, New Delhi",088-N (Delhi Gate),110002,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,4-Government Aided,4-Government Aided,,2-Urban,17,21,30,31,36,37,29,37,37,29,18,12,334,341,21,17,17
"H.M. D.A.V. Sr. Sec. School,Darya Ganj, New Delhi",07060215201,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",055-S (Daryaganj),110002,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,4-Government Aided,4-Government Aided,,2-Urban,0,0,0,0,0,77,53,98,97,92,159,71,647,647,0,27,27
"S. S. Khalsa Girls Sr. Sec. School,5032 Kalidass Road, Darya Ganj, New Delhi",07060215302,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",055-S (Daryaganj),110002,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,4-Government Aided,4-Government Aided,,2-Urban,64,54,47,49,49,95,83,91,76,90,112,73,883,883,54,25,25
"Ramjas Sr. Sec. School (No. 1),Darya Ganj, New Delhi",07060215304,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",055-S (Daryaganj),110002,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,4-Government Aided,4-Government Aided,,2-Urban,0,0,0,0,0,80,103,129,132,113,171,135,863,863,0,22,22
"Ramjas Girls Sr. Sec. School,Darya Ganj, New Delhi",07060215305,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",055-S (Daryaganj),110002,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,4-Government Aided,4-Government Aided,,2-Urban,0,0,0,0,0,78,88,93,83,99,73,58,572,572,0,21,21
"Jain Boys Sr. Sec. School,Darya Ganj, New Delhi",07060215306,Delhi,CENTRAL,DOE ZONE-27,"2127016-Govt. Sarvodaya Kanya Vidyalaya, Dayanand Road, Darya Ganj, New Delhi",055-S (Daryaganj),110002,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,4-Government Aided,4-Government Aided,,2-Urban,0,0,0,0,0,16,13,42,25,29,93,50,268,268,0,9,9
