School Name,Udise Code,State,District,Block,Cluster,Village,PINCODE,School Category,School Type,Class To,Class From,State Management,National Management,Location,blank,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,Total 1-12,Total with primary,XXXX,Teacher,pta nhi
"Govt. Girls Sec. School,Block-E, Jahangirpuri, Delhi",07010100502,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",020-N (Swami Sharda Nand Colony),110033,7-Upper Pr. and Secondary,2-Girls,6,10,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,173,141,160,186,117,0,0,777,777,0,28,28
"Govt. Sarvodaya Kanya Vidyalaya (Rani Chennama),D-Block,Jahangirpuri, Delhi",07010100503,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",021-N (Jahangir Puri),110033,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,80,82,80,81,80,241,265,250,247,217,357,229,2209,2289,82,88,88
"Govt. Boys Sec. School,Block-E, Jahangirpuri, Delhi",07010100504,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",020-N (Swami Sharda Nand Colony),110033,7-Upper Pr. and Secondary,1-Boys,6,10,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,181,167,212,203,142,0,0,905,905,0,36,36
"Govt. Boys Sr. Sec. School,Block-K, Jahangirpuri, Delhi",07010100505,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",021-N (Jahangir Puri),110033,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,738,768,657,624,489,444,261,3981,3981,0,120,120
"Govt. Boys Sr. Sec. School,D-Block,Jahangirpuri, Delhi",07010100506,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",021-N (Jahangir Puri),110033,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,304,241,228,228,192,302,142,1637,1637,0,62,62
"Govt. Co-ed. Sr. Sec. School,Kewal Park, Azad Pur, Delhi",07010101301,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",018-N (Dhirpur),110033,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,46,150,162,135,85,72,58,708,708,0,30,30
"Govt. Boys Sr. Sec. School,Azadpur Village Delhi",07010101401,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",017-N (Adarsh Nagar),110033,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,282,181,173,147,213,79,0,1075,1075,0,43,43
"Govt. Girls Sr. Sec. School,Azadpur Village Delhi",07010101402,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",017-N (Adarsh Nagar),110033,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,265,254,247,267,189,45,0,1267,1267,0,51,51
"Govt. Boys Sr. Sec. School No.2,Adarsh Nagar, Delhi",07010101403,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,256,270,243,284,269,305,205,1832,1832,0,58,58
"Govt. Girls Sec. School,Majlis Park, Gali No. 9, Delhi",07010101404,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,7-Upper Pr. and Secondary,2-Girls,6,10,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,135,148,145,128,117,0,0,673,673,0,24,24
"Govt. Girls Sr. Sec. School,Adarsh Nagar Delhi",07010101405,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,240,234,254,250,304,353,291,1926,1926,0,73,73
"Govt. Sarvodaya Kanya Vidyalaya,Adarsh Nagar, Delhi",07010101406,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,80,80,80,80,80,226,272,225,253,272,413,285,2346,2426,80,89,89
"Govt. Boys Sr. Sec. School No.1,Adarsh Nagar, Delhi",07010101407,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,390,389,318,362,285,341,194,2279,2279,0,72,72
"Govt. Sarvodaya Bal Vidyalaya,A-Block, Jahangirpuri, Delhi",07010101501,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",016-N (Sarai Pepal Thalla),110033,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Boys,1,12,1-Department of Education,1-Department of Education,,2-Urban,40,40,40,39,79,447,407,467,354,324,540,181,2958,3037,40,86,86
"Govt. Sarvodaya Kanya Vidyalaya,A-Block, Jahangirpuri, Delhi",07010101601,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",016-N (Sarai Pepal Thalla),110033,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,1-Department of Education,1-Department of Education,,2-Urban,40,40,39,40,40,324,329,334,328,212,361,263,2350,2429,40,88,88
"Govt. Sarvodaya Kanya Vidyalaya,Block-A, Plot No.5, Jahangirpuri, Delhi",07010101602,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",016-N (Sarai Pepal Thalla),110033,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Girls,1,12,1-Department of Education,1-Department of Education,,2-Urban,80,81,80,80,80,463,449,460,436,302,409,188,3108,3228,81,104,104
"Govt. Girls Sr. Sec. School,Block-K, Jahangirpuri, Delhi",07010101901,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",020-N (Swami Sharda Nand Colony),110033,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,434,437,459,431,444,480,391,3076,3076,0,107,107
"Govt. Boys Sr. Sec. School,Azadpur Colony Delhi",07010107201,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",077-N (Model Town),110033,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,173,174,157,134,129,117,64,948,948,0,36,36
"Govt. Girls Sr. Sec. School,Azadpur Colony Delhi",07010107202,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",077-N (Model Town),110033,5-Up. Pr. Secondary and Higher Sec,2-Girls,6,12,1-Department of Education,1-Department of Education,,2-Urban,0,0,0,0,0,176,162,165,160,133,139,90,1025,1025,0,39,39
"Adarsh Sr. Sec. School,G.T.Road, Libaspur, Delhi",07010201801,Delhi,NORTH WEST A,DOE ZONE-10,"1310009-Govt. Boys Sr. Sec. School, Badli, Delhi",019-N (Sarup Nagar),110033,5-Up. Pr. Secondary and Higher Sec,1-Boys,6,12,4-Government Aided,4-Government Aided,,2-Urban,0,0,0,0,0,214,271,242,230,233,222,105,1517,1517,0,42,42
"Public Model School,K - 244 - 246 Jahangir Puri Delhi",07010300501,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",021-N (Jahangir Puri),110033,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,24,40,41,53,40,40,47,46,0,0,0,0,331,331,40,12,12
"Arya Model School,Arya Samaj, Adarsh Nagar, Delhi",07010301401,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",017-N (Adarsh Nagar),110033,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,43,49,48,54,57,62,53,47,0,0,0,0,413,413,49,21,21
"Jyoti Model Sr. Sec. School,C-18, Adarsh Nagar, Delhi",07010301402,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,63,108,127,141,129,136,95,105,87,96,35,38,1160,1160,108,22,22
"Sri Guru Nanak Public School,Banglow Road, Adarsh Nagar, Delhi",07010301404,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,135,121,128,131,135,128,130,131,145,150,137,120,1591,1591,121,46,46
"B.C.C Modern Public School,467/C-1 Fly Over Ring Road Azadpur Vill Delhi",07010301405,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,37,44,50,51,45,62,60,64,0,0,0,0,413,413,44,12,12
"Navjeevan Model School,Mahendra Park, Jahangir Pur Delhi",07010301501,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",016-N (Sarai Pepal Thalla),110033,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,95,94,101,124,85,82,95,62,0,0,0,0,738,738,94,15,15
"St.Ramjas Convent School,Plot No.342, Vill Bhalswa, Delhi",07010301601,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",020-N (Swami Sharda Nand Colony),110033,2-Primary with Upper Primary,3-Co-educational,1,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,38,66,57,70,57,45,41,43,0,0,0,0,417,417,66,14,14
"Guru Harkrishan Public School,Nanak Piao, Delhi",07010307001,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",077-N (Model Town),110033,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,32,26,37,49,48,53,67,67,99,141,153,145,917,958,26,49,49
"Mahavir Senior Model School,Sangam Park Extn G.T Karnal Road Delhi",07010307101,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",076-N (Sangam Park),110033,3-Pr. with Up.Pr. Sec. and H.Sec.,3-Co-educational,1,12,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,78,75,62,96,81,97,97,110,109,105,113,94,1117,1244,75,57,57
"Mata Ram Rakhi Sanatan Dharam Saraswati Bal Mandir,Mehendra Enclave, Gujranwala Town, Delhi",07010307201,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",077-N (Model Town),110033,4-Upper Primary only,3-Co-educational,6,8,5-Private Unaided (Recognized),5-Private Unaided (Recognized),,2-Urban,0,0,0,0,0,14,28,20,0,0,0,0,62,62,0,4,4
"North DMC Pratibha Vidyalaya (Girls) , Jahangir Puri D-1St, Delhi-110033",07010400504,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",011-N (Mukund Pur),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,84,105,119,125,116,0,0,0,0,0,0,0,549,713,105,18,18
"North DMC Primary School (Boys) , Jahangirpuri, D-Ii, Delhi -110033",07010400505,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",011-N (Mukund Pur),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,83,86,129,122,110,0,0,0,0,0,0,0,530,530,86,12,12
"North DMC Primary School (Girls) , Jahangir Puri E Block, Delhi-110033",07010400506,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",011-N (Mukund Pur),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,66,79,124,126,117,0,0,0,0,0,0,0,512,636,79,17,17
"North DMC Primary School (Boys) , Jahangirpuri E-II Delhi-110033",07010400507,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",011-N (Mukund Pur),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,60,107,106,129,152,0,0,0,0,0,0,0,554,554,107,13,13
"North DMC Primary School (Co.ed) , EE, Jahangir Puri, Delhi-110035",07010400508,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",011-N (Mukund Pur),110033,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,75,81,86,109,97,0,0,0,0,0,0,0,448,504,81,12,12
"North DMC Pratibha Vidyalaya (Girls) , Azadpur Village",07010400510,Delhi,NORTH WEST A,DOE ZONE-09,"1253043-North DMC Pratibha Vidyalaya (Girls) , Azadpur Village",017-N (Adarsh Nagar),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,91,120,146,164,161,0,0,0,0,0,0,0,682,784,120,18,18
"North DMC Pratibha Vidyalaya (Co.ed) , Kewal Park, Delhi",07010401304,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",018-N (Dhirpur),110033,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,85,143,164,196,237,0,0,0,0,0,0,0,825,902,143,17,17
"North DMC Pratibha Vidyalaya (Co.ed) , Rameshwar Nagar, Delhi -110033",07010401305,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",018-N (Dhirpur),110033,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,98,119,185,157,212,0,0,0,0,0,0,0,771,844,119,17,17
"North DMC Primary School (Co.ed) , Gopal Nagar , Azadpur 110033",07010401306,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",018-N (Dhirpur),110033,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,24,23,50,55,50,0,0,0,0,0,0,0,202,230,23,4,4
"North DMC Pratibha Vidyalaya (Boys) , Azadpur Village-Ii Delhi-110033",07010401401,Delhi,NORTH WEST A,DOE ZONE-09,"1253043-North DMC Pratibha Vidyalaya (Girls) , Azadpur Village",017-N (Adarsh Nagar),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,71,85,160,142,142,0,0,0,0,0,0,0,600,600,85,14,14
"North DMC Primary School (Co.ed) , Majlis Park Street No. 11,12,13 Near Community Centre, Opposite Delhi Jal Board, Delhi -110033",07010401402,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",018-N (Dhirpur),110033,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,36,33,55,53,94,0,0,0,0,0,0,0,271,286,33,6,6
"North DMC Pratibha Vidyalaya (Girls) , Adarsh Nagar, Delhi-110033",07010401404,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,84,123,118,126,122,0,0,0,0,0,0,0,573,717,123,22,22
"North DMC Pratibha Vidyalaya (Boys) , ADARSH NAGAR, DELHI",07010401405,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,102,85,127,104,98,0,0,0,0,0,0,0,516,516,85,10,10
"North DMC Primary School (Co.ed) , Near Parnami Hospital Delhi -110033",07010401406,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",018-N (Dhirpur),110033,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,24,40,41,44,64,0,0,0,0,0,0,0,213,242,40,5,5
"North DMC Primary School (Co.ed) , Indra Nagar, Near Sabzi Mandi, Azadpur, Delhi-110033",07010401407,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,45,33,44,33,36,0,0,0,0,0,0,0,191,234,33,5,5
"North DMC Pratibha Vidyalaya (Co.ed) , Bharola Village Delhi 110033",07010401501,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",017-N (Adarsh Nagar),110033,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,104,132,145,146,178,0,0,0,0,0,0,0,705,792,132,19,19
"North DMC Pratibha Vidyalaya (Girls) , Sarai Pipal Thala, Delhi-110033",07010401502,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",017-N (Adarsh Nagar),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,65,103,127,104,115,0,0,0,0,0,0,0,514,682,103,18,18
"North DMC Primary School (Boys) , Sarai Pipal Thala Near Azadpur Fruit Markest Delhi-110033",07010401503,Delhi,NORTH WEST A,DOE ZONE-09,"1253127-North DMC Pratibha Vidyalaya (Co.ed) , Azad Pur Colony, Delhi",017-N (Adarsh Nagar),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,71,91,170,151,170,0,0,0,0,0,0,0,653,653,91,13,13
"North DMC Primary School (Boys) , A Block Jahangir Puri,Delhi-110033",07010401601,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",016-N (Sarai Pepal Thalla),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,83,111,158,147,166,0,0,0,0,0,0,0,665,665,111,13,13
"North DMC Primary School (Girls) , F&G-I, Jahangir Puri, Delhi-110033",07010401602,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,48,64,65,73,66,0,0,0,0,0,0,0,316,387,64,10,10
"North DMC Primary School (Boys) , Jahangirpuri F&G-Ii, Delhi-110033",07010401603,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",017-N (Adarsh Nagar),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,33,55,82,82,101,0,0,0,0,0,0,0,353,353,55,8,8
"North DMC Primary School (Girls) , Jahangir Puri H-1, Delhi-110033",07010401604,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",016-N (Sarai Pepal Thalla),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,98,111,133,156,140,0,0,0,0,0,0,0,638,824,111,19,19
"North DMC Primary School (Boys) , Jahangir Puri, H-Ii, Delhi-110033",07010401605,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",016-N (Sarai Pepal Thalla),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,59,102,128,131,156,0,0,0,0,0,0,0,576,576,102,13,13
"North DMC Pratibha Vidyalaya (Girls) , A Block , 1St Shift , Jahangir Puri, Delhi -110033",07010401608,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",016-N (Sarai Pepal Thalla),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,123,157,170,169,220,0,0,0,0,0,0,0,839,1017,157,26,26
"North DMC Pratibha Vidyalaya (Girls) , I Block 1St Jahangirpuri Delhi 110033",07010401901,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",020-N (Swami Sharda Nand Colony),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,164,196,210,244,244,0,0,0,0,0,0,0,1058,1311,196,33,33
"North DMC Pratibha Vidyalaya (Boys) , Jahangir Puri I Block Ii Shift , Delhi -110033",07010401902,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",020-N (Swami Sharda Nand Colony),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,124,155,213,232,251,0,0,0,0,0,0,0,975,975,155,22,22
"North DMC Primary School (Girls) , J Block, Jahangirpuri, Delhi,110033",07010401903,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",020-N (Swami Sharda Nand Colony),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,24,36,44,45,59,0,0,0,0,0,0,0,208,271,36,9,9
"North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",07010401904,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",020-N (Swami Sharda Nand Colony),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,26,34,66,54,75,0,0,0,0,0,0,0,255,255,34,7,7
"North DMC Pratibha Vidyalaya (Co.ed) , Bhalswa Village Delhi 110033",07010401907,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",020-N (Swami Sharda Nand Colony),110033,1-Primary,3-Co-educational,1,5,3-Local body,3-Local body,,2-Urban,107,122,172,142,151,0,0,0,0,0,0,0,694,805,122,16,16
"North DMC Primary School (Girls) , C-1 Jahangirpuri,Delhi-110033",07010402001,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",021-N (Jahangir Puri),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,71,100,97,104,124,0,0,0,0,0,0,0,496,627,100,20,20
"North DMC Primary School (Boys) , C-II Jahangir Puri",07010402002,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",021-N (Jahangir Puri),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,67,75,118,140,136,0,0,0,0,0,0,0,536,536,75,14,14
"North DMC Pratibha Vidyalaya (Boys) , Block Jahangir Puri Delhi -33",07010402003,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",021-N (Jahangir Puri),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,70,58,94,84,84,0,0,0,0,0,0,0,390,390,58,6,6
"North DMC Primary School (Girls) , K-1 Jahangirpuri,Delhi-110033",07010402004,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",021-N (Jahangir Puri),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,86,105,118,132,153,0,0,0,0,0,0,0,594,737,105,19,19
"North DMC Primary School (Boys) , K-2 Jahangir Puri, Delhi-110033",07010402005,Delhi,NORTH WEST A,DOE ZONE-09,"1253008-North DMC Primary School (Boys) , Jahangir Puri J-2 ,Delhi-110033",021-N (Jahangir Puri),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,94,116,128,180,177,0,0,0,0,0,0,0,695,695,116,14,14
"North DMC Primary School (Girls) , B-I Jahangir Puri Delhi-110033",07010402006,Delhi,NORTH WEST A,DOE ZONE-09,"1309031-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi",021-N (Jahangir Puri),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,63,81,79,114,87,0,0,0,0,0,0,0,424,534,81,15,15
"North DMC Primary School (Girls) , Lal Bagh, Azadpur, Delhi",07010407103,Delhi,NORTH WEST A,DOE ZONE-09,"1253043-North DMC Pratibha Vidyalaya (Girls) , Azadpur Village",076-N (Sangam Park),110033,1-Primary,2-Girls,1,5,3-Local body,3-Local body,,2-Urban,13,29,39,39,29,0,0,0,0,0,0,0,149,167,29,6,6
"North DMC Primary School (Boys) , Lal Bagh, Azadpur, Delhi",07010407104,Delhi,NORTH WEST A,DOE ZONE-09,"1253043-North DMC Pratibha Vidyalaya (Girls) , Azadpur Village",076-N (Sangam Park),110033,1-Primary,1-Boys,1,5,3-Local body,3-Local body,,2-Urban,17,9,31,50,38,0,0,0,0,0,0,0,145,145,9,4,4
